ID,Дата,Год,Месяц_год,Местоположение,Бренд,Товар,Количество,Продажи,Себестоимость,Прибыль,Рентабельность
,2022-01-01,2022,202201,Проездная,Babidas,BA ice-4231,38,206188,75088.0,131100.0,174.6
,2022-02-01,2022,202202,Проездная,Babidas,BA ice-4231,24,123792,47424.0,76368.0,161.03
,2022-03-01,2022,202203,Проездная,Babidas,BA ice-4231,19,77843,37544.0,40299.0,107.34
,2022-04-01,2022,202204,Проездная,Babidas,BA ice-4231,36,208044,71136.0,136908.0,192.46
,2022-05-01,2022,202205,Проездная,Babidas,BA ice-4231,45,268830,88920.0,179910.0,202.33
,2022-06-01,2022,202206,Проездная,Babidas,BA ice-4231,43,243595,84968.0,158627.0,186.69
,2022-07-01,2022,202207,Проездная,Babidas,BA ice-4231,45,171540,88920.0,82620.0,92.91
,2022-08-01,2022,202208,Проездная,Babidas,BA ice-4231,38,168378,75088.0,93290.0,124.24
,2022-09-01,2022,202209,Проездная,Babidas,BA ice-4231,41,168592,81016.0,87576.0,108.1
,2022-10-01,2022,202210,Проездная,Babidas,BA ice-4231,33,168564,65208.0,103356.0,158.5
,2022-11-01,2022,202211,Проездная,Babidas,BA ice-4231,24,122112,47424.0,74688.0,157.49
,2022-12-01,2022,202212,Проездная,Babidas,BA ice-4231,29,133313,57304.0,76009.0,132.64
,2021-01-01,2021,202101,Проездная,Babidas,BA ai-2960,31,163618,55800.0,107818.0,193.22
,2021-02-01,2021,202102,Проездная,Babidas,BA ai-2960,20,119520,36000.0,83520.0,232.0
,2021-03-01,2021,202103,Проездная,Babidas,BA ai-2960,16,82560,28800.0,53760.0,186.67
,2021-04-01,2021,202104,Проездная,Babidas,BA ai-2960,29,171042,52200.0,118842.0,227.67
,2021-05-01,2021,202105,Проездная,Babidas,BA ai-2960,37,245939,66600.0,179339.0,269.28
,2021-06-01,2021,202106,Проездная,Babidas,BA ai-2960,35,225400,63000.0,162400.0,257.78
,2021-07-01,2021,202107,Проездная,Babidas,BA ai-2960,37,142154,66600.0,75554.0,113.44
,2021-08-01,2021,202108,Проездная,Babidas,BA ai-2960,31,148397,55800.0,92597.0,165.94
,2021-09-01,2021,202109,Проездная,Babidas,BA ai-2960,33,180543,59400.0,121143.0,203.94
,2021-10-01,2021,202110,Проездная,Babidas,BA ai-2960,27,150012,48600.0,101412.0,208.67
,2021-11-01,2021,202111,Проездная,Babidas,BA ai-2960,20,128920,36000.0,92920.0,258.11
,2021-12-01,2021,202112,Проездная,Babidas,BA ai-2960,24,110400,43200.0,67200.0,155.56
,2022-01-01,2022,202201,Проездная,Babidas,BA ai-2960,34,182376,61200.0,121176.0,198.0
,2022-02-01,2022,202202,Проездная,Babidas,BA ai-2960,22,133210,39600.0,93610.0,236.39
,2022-03-01,2022,202203,Проездная,Babidas,BA ai-2960,17,85595,30600.0,54995.0,179.72
,2022-04-01,2022,202204,Проездная,Babidas,BA ai-2960,32,208256,57600.0,150656.0,261.56
,2022-05-01,2022,202205,Проездная,Babidas,BA ai-2960,41,250674,73800.0,176874.0,239.67
,2022-06-01,2022,202206,Проездная,Babidas,BA ai-2960,39,224835,70200.0,154635.0,220.28
,2022-07-01,2022,202207,Проездная,Babidas,BA ai-2960,41,164410,73800.0,90610.0,122.78
,2022-08-01,2022,202208,Проездная,Babidas,BA ai-2960,34,186082,61200.0,124882.0,204.06
,2022-09-01,2022,202209,Проездная,Babidas,BA ai-2960,36,192924,64800.0,128124.0,197.72
,2022-10-01,2022,202210,Проездная,Babidas,BA ai-2960,30,178200,54000.0,124200.0,230.0
,2022-11-01,2022,202211,Проездная,Babidas,BA ai-2960,22,134882,39600.0,95282.0,240.61
,2022-12-01,2022,202212,Проездная,Babidas,BA ai-2960,26,144274,46800.0,97474.0,208.28
,2021-01-01,2021,202101,Проездная,Asic,AS air-7520,21,762993,433650.0,329343.0,75.95
,2021-02-01,2021,202102,Проездная,Asic,AS air-7520,13,471016,268450.0,202566.0,75.46
,2021-03-01,2021,202103,Проездная,Asic,AS air-7520,11,388091,227150.0,160941.0,70.85
,2021-04-01,2021,202104,Проездная,Asic,AS air-7520,20,743760,413000.0,330760.0,80.09
,2021-05-01,2021,202105,Проездная,Asic,AS air-7520,25,923025,516250.0,406775.0,78.79
,2021-06-01,2021,202106,Проездная,Asic,AS air-7520,24,866760,495600.0,371160.0,74.89
,2021-07-01,2021,202107,Проездная,Asic,AS air-7520,25,871675,516250.0,355425.0,68.85
,2021-08-01,2021,202108,Проездная,Asic,AS air-7520,21,747705,433650.0,314055.0,72.42
,2021-09-01,2021,202109,Проездная,Asic,AS air-7520,22,788766,454300.0,334466.0,73.62
,2021-10-01,2021,202110,Проездная,Asic,AS air-7520,18,652572,371700.0,280872.0,75.56
,2021-11-01,2021,202111,Проездная,Asic,AS air-7520,13,474097,268450.0,205647.0,76.61
,2021-12-01,2021,202112,Проездная,Asic,AS air-7520,16,575424,330400.0,245024.0,74.16
,2022-01-01,2022,202201,Проездная,Asic,AS air-7520,23,826505,474950.0,351555.0,74.02
,2022-02-01,2022,202202,Проездная,Asic,AS air-7520,15,545760,309750.0,236010.0,76.19
,2022-03-01,2022,202203,Проездная,Asic,AS air-7520,12,426204,247800.0,178404.0,72.0
,2022-04-01,2022,202204,Проездная,Asic,AS air-7520,22,800932,454300.0,346632.0,76.3
,2022-05-01,2022,202205,Проездная,Asic,AS air-7520,27,1000836,557550.0,443286.0,79.51
,2022-06-01,2022,202206,Проездная,Asic,AS air-7520,26,962156,536900.0,425256.0,79.21
,2022-07-01,2022,202207,Проездная,Asic,AS air-7520,27,932877,557550.0,375327.0,67.32
,2022-08-01,2022,202208,Проездная,Asic,AS air-7520,23,826436,474950.0,351486.0,74.0
,2022-09-01,2022,202209,Проездная,Asic,AS air-7520,25,904450,516250.0,388200.0,75.2
,2022-10-01,2022,202210,Проездная,Asic,AS air-7520,20,729400,413000.0,316400.0,76.61
,2022-11-01,2022,202211,Проездная,Asic,AS air-7520,15,538380,309750.0,228630.0,73.81
,2022-12-01,2022,202212,Проездная,Asic,AS air-7520,17,597193,351050.0,246143.0,70.12
,2021-01-01,2021,202101,Проездная,Asic,AS grou-3318,17,566253,266560.0,299693.0,112.43
,2021-02-01,2021,202102,Проездная,Asic,AS grou-3318,11,365948,172480.0,193468.0,112.17
,2021-03-01,2021,202103,Проездная,Asic,AS grou-3318,9,292941,141120.0,151821.0,107.58
,2021-04-01,2021,202104,Проездная,Asic,AS grou-3318,16,538288,250880.0,287408.0,114.56
,2021-05-01,2021,202105,Проездная,Asic,AS grou-3318,20,673780,313600.0,360180.0,114.85
,2021-06-01,2021,202106,Проездная,Asic,AS grou-3318,19,629147,297920.0,331227.0,111.18
,2021-07-01,2021,202107,Проездная,Asic,AS grou-3318,20,630420,313600.0,316820.0,101.03
,2021-08-01,2021,202108,Проездная,Asic,AS grou-3318,17,545649,266560.0,279089.0,104.7
,2021-09-01,2021,202109,Проездная,Asic,AS grou-3318,18,597312,282240.0,315072.0,111.63
,2021-10-01,2021,202110,Проездная,Asic,AS grou-3318,15,499980,235200.0,264780.0,112.58
,2021-11-01,2021,202111,Проездная,Asic,AS grou-3318,11,368302,172480.0,195822.0,113.53
,2021-12-01,2021,202112,Проездная,Asic,AS grou-3318,13,430274,203840.0,226434.0,111.08
,2022-01-01,2022,202201,Проездная,Asic,AS grou-3318,19,621338,297920.0,323418.0,108.56
,2022-02-01,2022,202202,Проездная,Asic,AS grou-3318,12,393204,188160.0,205044.0,108.97
,2022-03-01,2022,202203,Проездная,Asic,AS grou-3318,10,333400,156800.0,176600.0,112.63
,2022-04-01,2022,202204,Проездная,Asic,AS grou-3318,18,607932,282240.0,325692.0,115.4
,2022-05-01,2022,202205,Проездная,Asic,AS grou-3318,22,743402,344960.0,398442.0,115.5
,2022-06-01,2022,202206,Проездная,Asic,AS grou-3318,21,708456,329280.0,379176.0,115.15
,2022-07-01,2022,202207,Проездная,Asic,AS grou-3318,22,699028,344960.0,354068.0,102.64
,2022-08-01,2022,202208,Проездная,Asic,AS grou-3318,19,619552,297920.0,321632.0,107.96
,2022-09-01,2022,202209,Проездная,Asic,AS grou-3318,20,662040,313600.0,348440.0,111.11
,2022-10-01,2022,202210,Проездная,Asic,AS grou-3318,16,539072,250880.0,288192.0,114.87
,2022-11-01,2022,202211,Проездная,Asic,AS grou-3318,12,403752,188160.0,215592.0,114.58
,2022-12-01,2022,202212,Проездная,Asic,AS grou-3318,14,451318,219520.0,231798.0,105.59
,2021-01-01,2021,202101,Проездная,Asic,AS gre-2748,19,818311,343140.0,475171.0,138.48
,2021-02-01,2021,202102,Проездная,Asic,AS gre-2748,12,522600,216720.0,305880.0,141.14
,2021-03-01,2021,202103,Проездная,Asic,AS gre-2748,10,427770,180600.0,247170.0,136.86
,2021-04-01,2021,202104,Проездная,Asic,AS gre-2748,18,778428,325080.0,453348.0,139.46
,2021-05-01,2021,202105,Проездная,Asic,AS gre-2748,22,981200,397320.0,583880.0,146.95
,2021-06-01,2021,202106,Проездная,Asic,AS gre-2748,21,903861,379260.0,524601.0,138.32
,2021-07-01,2021,202107,Проездная,Asic,AS gre-2748,22,915200,397320.0,517880.0,130.34
,2021-08-01,2021,202108,Проездная,Asic,AS gre-2748,19,816145,343140.0,473005.0,137.85
,2021-09-01,2021,202109,Проездная,Asic,AS gre-2748,20,852620,361200.0,491420.0,136.05
,2021-10-01,2021,202110,Проездная,Asic,AS gre-2748,17,736644,307020.0,429624.0,139.93
,2021-11-01,2021,202111,Проездная,Asic,AS gre-2748,12,520404,216720.0,303684.0,140.13
,2021-12-01,2021,202112,Проездная,Asic,AS gre-2748,14,595168,252840.0,342328.0,135.39
,2022-01-01,2022,202201,Проездная,Asic,AS gre-2748,21,910014,379260.0,530754.0,139.94
,2022-02-01,2022,202202,Проездная,Asic,AS gre-2748,13,571155,234780.0,336375.0,143.27
,2022-03-01,2022,202203,Проездная,Asic,AS gre-2748,11,470217,198660.0,271557.0,136.69
,2022-04-01,2022,202204,Проездная,Asic,AS gre-2748,20,871400,361200.0,510200.0,141.25
,2022-05-01,2022,202205,Проездная,Asic,AS gre-2748,25,1097250,451500.0,645750.0,143.02
,2022-06-01,2022,202206,Проездная,Asic,AS gre-2748,23,1009585,415380.0,594205.0,143.05
,2022-07-01,2022,202207,Проездная,Asic,AS gre-2748,25,1043550,451500.0,592050.0,131.13
,2022-08-01,2022,202208,Проездная,Asic,AS gre-2748,21,906738,379260.0,527478.0,139.08
,2022-09-01,2022,202209,Проездная,Asic,AS gre-2748,22,948904,397320.0,551584.0,138.83
,2022-10-01,2022,202210,Проездная,Asic,AS gre-2748,18,788868,325080.0,463788.0,142.67
,2022-11-01,2022,202211,Проездная,Asic,AS gre-2748,13,561821,234780.0,327041.0,139.3
,2022-12-01,2022,202212,Проездная,Asic,AS gre-2748,16,681840,288960.0,392880.0,135.96
,2021-01-01,2021,202101,Проездная,Asic,AS earth-9544,17,500956,190400.0,310556.0,163.11
,2021-02-01,2021,202102,Проездная,Asic,AS earth-9544,11,318681,123200.0,195481.0,158.67
,2021-03-01,2021,202103,Проездная,Asic,AS earth-9544,9,260001,100800.0,159201.0,157.94
,2021-04-01,2021,202104,Проездная,Asic,AS earth-9544,16,478800,179200.0,299600.0,167.19
,2021-05-01,2021,202105,Проездная,Asic,AS earth-9544,20,606400,224000.0,382400.0,170.71
,2021-06-01,2021,202106,Проездная,Asic,AS earth-9544,19,564281,212800.0,351481.0,165.17
,2021-07-01,2021,202107,Проездная,Asic,AS earth-9544,20,562380,224000.0,338380.0,151.06
,2021-08-01,2021,202108,Проездная,Asic,AS earth-9544,17,494105,190400.0,303705.0,159.51
,2021-09-01,2021,202109,Проездная,Asic,AS earth-9544,18,525996,201600.0,324396.0,160.91
,2021-10-01,2021,202110,Проездная,Asic,AS earth-9544,15,440925,168000.0,272925.0,162.46
,2021-11-01,2021,202111,Проездная,Asic,AS earth-9544,11,324368,123200.0,201168.0,163.29
,2021-12-01,2021,202112,Проездная,Asic,AS earth-9544,13,379821,145600.0,234221.0,160.87
,2022-01-01,2022,202201,Проездная,Asic,AS earth-9544,19,565953,212800.0,353153.0,165.96
,2022-02-01,2022,202202,Проездная,Asic,AS earth-9544,12,353448,134400.0,219048.0,162.98
,2022-03-01,2022,202203,Проездная,Asic,AS earth-9544,10,286990,112000.0,174990.0,156.24
,2022-04-01,2022,202204,Проездная,Asic,AS earth-9544,18,531000,201600.0,329400.0,163.39
,2022-05-01,2022,202205,Проездная,Asic,AS earth-9544,22,658680,246400.0,412280.0,167.32
,2022-06-01,2022,202206,Проездная,Asic,AS earth-9544,21,610218,235200.0,375018.0,159.45
,2022-07-01,2022,202207,Проездная,Asic,AS earth-9544,22,601788,246400.0,355388.0,144.23
,2022-08-01,2022,202208,Проездная,Asic,AS earth-9544,19,542811,212800.0,330011.0,155.08
,2022-09-01,2022,202209,Проездная,Asic,AS earth-9544,20,570180,224000.0,346180.0,154.54
,2022-10-01,2022,202210,Проездная,Asic,AS earth-9544,17,492473,190400.0,302073.0,158.65
,2022-11-01,2022,202211,Проездная,Asic,AS earth-9544,12,359652,134400.0,225252.0,167.6
,2022-12-01,2022,202212,Проездная,Asic,AS earth-9544,14,396004,156800.0,239204.0,152.55
,2021-01-01,2021,202101,Проездная,Asic,AS ais-7331,22,1016532,554400.0000000001,462131.9999999999,83.36
,2021-02-01,2021,202102,Проездная,Asic,AS ais-7331,14,652610,352800.00000000006,299809.99999999994,84.98
,2021-03-01,2021,202103,Проездная,Asic,AS ais-7331,11,496023,277200.00000000006,218822.99999999994,78.94
,2021-04-01,2021,202104,Проездная,Asic,AS ais-7331,20,931240,504000.00000000006,427239.99999999994,84.77
,2021-05-01,2021,202105,Проездная,Asic,AS ais-7331,26,1208480,655200.0000000001,553279.9999999999,84.44
,2021-06-01,2021,202106,Проездная,Asic,AS ais-7331,24,1109064,604800.0000000001,504263.9999999999,83.38
,2021-07-01,2021,202107,Проездная,Asic,AS ais-7331,26,1157754,655200.0000000001,502553.9999999999,76.7
,2021-08-01,2021,202108,Проездная,Asic,AS ais-7331,22,993894,554400.0000000001,439493.9999999999,79.27
,2021-09-01,2021,202109,Проездная,Asic,AS ais-7331,23,1052227,579600.0000000001,472626.9999999999,81.54
,2021-10-01,2021,202110,Проездная,Asic,AS ais-7331,19,872993,478800.00000000006,394192.99999999994,82.33
,2021-11-01,2021,202111,Проездная,Asic,AS ais-7331,14,647164,352800.00000000006,294363.99999999994,83.44
,2021-12-01,2021,202112,Проездная,Asic,AS ais-7331,16,724416,403200.00000000006,321215.99999999994,79.67
,2022-01-01,2022,202201,Проездная,Asic,AS ais-7331,24,1115904,604800.0000000001,511103.9999999999,84.51
,2022-02-01,2022,202202,Проездная,Asic,AS ais-7331,15,693285,378000.00000000006,315284.99999999994,83.41
,2022-03-01,2022,202203,Проездная,Asic,AS ais-7331,12,544872,302400.00000000006,242471.99999999994,80.18
,2022-04-01,2022,202204,Проездная,Asic,AS ais-7331,22,1026806,554400.0000000001,472405.9999999999,85.21
,2022-05-01,2022,202205,Проездная,Asic,AS ais-7331,28,1325044,705600.0000000001,619443.9999999999,87.79
,2022-06-01,2022,202206,Проездная,Asic,AS ais-7331,27,1238166,680400.0000000001,557765.9999999999,81.98
,2022-07-01,2022,202207,Проездная,Asic,AS ais-7331,28,1234044,705600.0000000001,528443.9999999999,74.89
,2022-08-01,2022,202208,Проездная,Asic,AS ais-7331,24,1096992,604800.0000000001,492191.9999999999,81.38
,2022-09-01,2022,202209,Проездная,Asic,AS ais-7331,25,1144875,630000.0000000001,514874.9999999999,81.73
,2022-10-01,2022,202210,Проездная,Asic,AS ais-7331,21,978537,529200.0000000001,449336.9999999999,84.91
,2022-11-01,2022,202211,Проездная,Asic,AS ais-7331,15,691050,378000.00000000006,313049.99999999994,82.82
,2022-12-01,2022,202212,Проездная,Asic,AS ais-7331,18,815346,453600.00000000006,361745.99999999994,79.75
,2021-01-01,2021,202101,Проездная,Asic,AS ice-2172,22,408628,209440.0,199188.0,95.11
,2021-02-01,2021,202102,Проездная,Asic,AS ice-2172,14,253428,133280.0,120148.0,90.15
,2021-03-01,2021,202103,Проездная,Asic,AS ice-2172,11,196977,104720.0,92257.0,88.1
,2021-04-01,2021,202104,Проездная,Asic,AS ice-2172,20,370240,190400.0,179840.0,94.45
,2021-05-01,2021,202105,Проездная,Asic,AS ice-2172,26,493584,247520.0,246064.0,99.41
,2021-06-01,2021,202106,Проездная,Asic,AS ice-2172,24,441720,228480.0,213240.0,93.33
,2021-07-01,2021,202107,Проездная,Asic,AS ice-2172,26,442416,247520.0,194896.0,78.74
,2021-08-01,2021,202108,Проездная,Asic,AS ice-2172,22,393206,209440.0,183766.0,87.74
,2021-09-01,2021,202109,Проездная,Asic,AS ice-2172,23,411815,218960.0,192855.0,88.08
,2021-10-01,2021,202110,Проездная,Asic,AS ice-2172,19,338732,180880.0,157852.0,87.27
,2021-11-01,2021,202111,Проездная,Asic,AS ice-2172,14,259308,133280.0,126028.0,94.56
,2021-12-01,2021,202112,Проездная,Asic,AS ice-2172,16,280448,152320.0,128128.0,84.12
,2022-01-01,2022,202201,Проездная,Asic,AS ice-2172,24,433272,228480.0,204792.0,89.63
,2022-02-01,2022,202202,Проездная,Asic,AS ice-2172,15,274620,142800.0,131820.0,92.31
,2022-03-01,2022,202203,Проездная,Asic,AS ice-2172,12,206748,114240.0,92508.0,80.98
,2022-04-01,2022,202204,Проездная,Asic,AS ice-2172,22,413072,209440.0,203632.0,97.23
,2022-05-01,2022,202205,Проездная,Asic,AS ice-2172,28,542556,266560.0,275996.0,103.54
,2022-06-01,2022,202206,Проездная,Asic,AS ice-2172,27,479250,257040.0,222210.0,86.45
,2022-07-01,2022,202207,Проездная,Asic,AS ice-2172,28,471660,266560.0,205100.0,76.94
,2022-08-01,2022,202208,Проездная,Asic,AS ice-2172,24,426480,228480.0,198000.0,86.66
,2022-09-01,2022,202209,Проездная,Asic,AS ice-2172,25,447975,238000.0,209975.0,88.22
,2022-10-01,2022,202210,Проездная,Asic,AS ice-2172,21,380373,199920.0,180453.0,90.26
,2022-11-01,2022,202211,Проездная,Asic,AS ice-2172,15,273945,142800.0,131145.0,91.84
,2022-12-01,2022,202212,Проездная,Asic,AS ice-2172,18,309690,171360.0,138330.0,80.72
,2021-01-01,2021,202101,Проездная,Asic,AS ai-7676,17,685848,278460.0,407388.0,146.3
,2021-02-01,2021,202102,Проездная,Asic,AS ai-7676,11,440121,180180.0,259941.0,144.27
,2021-03-01,2021,202103,Проездная,Asic,AS ai-7676,9,358281,147420.0,210861.0,143.03
,2021-04-01,2021,202104,Проездная,Asic,AS ai-7676,16,654752,262080.0,392672.0,149.83
,2021-05-01,2021,202105,Проездная,Asic,AS ai-7676,21,861966,343980.0,517986.0,150.59
,2021-06-01,2021,202106,Проездная,Asic,AS ai-7676,20,816500,327600.0,488900.0,149.24
,2021-07-01,2021,202107,Проездная,Asic,AS ai-7676,21,815409,343980.0,471429.0,137.05
,2021-08-01,2021,202108,Проездная,Asic,AS ai-7676,17,673047,278460.0,394587.0,141.7
,2021-09-01,2021,202109,Проездная,Asic,AS ai-7676,18,725166,294840.0,430326.0,145.95
,2021-10-01,2021,202110,Проездная,Asic,AS ai-7676,15,600135,245700.0,354435.0,144.26
,2021-11-01,2021,202111,Проездная,Asic,AS ai-7676,11,442948,180180.0,262768.0,145.84
,2021-12-01,2021,202112,Проездная,Asic,AS ai-7676,13,512239,212940.0,299299.0,140.56
,2022-01-01,2022,202201,Проездная,Asic,AS ai-7676,19,762774,311220.0,451554.0,145.09
,2022-02-01,2022,202202,Проездная,Asic,AS ai-7676,12,481620,196560.0,285060.0,145.02
,2022-03-01,2022,202203,Проездная,Asic,AS ai-7676,10,392030,163800.0,228230.0,139.33
,2022-04-01,2022,202204,Проездная,Asic,AS ai-7676,18,740808,294840.0,445968.0,151.26
,2022-05-01,2022,202205,Проездная,Asic,AS ai-7676,23,946220,376740.0,569480.0,151.16
,2022-06-01,2022,202206,Проездная,Asic,AS ai-7676,21,845712,343980.0,501732.0,145.86
,2022-07-01,2022,202207,Проездная,Asic,AS ai-7676,23,898380,376740.0,521640.0,138.46
,2022-08-01,2022,202208,Проездная,Asic,AS ai-7676,19,750519,311220.0,439299.0,141.15
,2022-09-01,2022,202209,Проездная,Asic,AS ai-7676,20,791580,327600.0,463980.0,141.63
,2022-10-01,2022,202210,Проездная,Asic,AS ai-7676,17,684335,278460.0,405875.0,145.76
,2022-11-01,2022,202211,Проездная,Asic,AS ai-7676,12,480276,196560.0,283716.0,144.34
,2022-12-01,2022,202212,Проездная,Asic,AS ai-7676,14,559426,229320.0,330106.0,143.95
,2021-01-01,2021,202101,Проездная,Gunverse,GU air-3053,53,358704,121900.0,236804.0,194.26
,2021-02-01,2021,202102,Проездная,Gunverse,GU air-3053,33,229416,75900.0,153516.0,202.26
,2021-03-01,2021,202103,Проездная,Gunverse,GU air-3053,27,143532,62100.0,81432.0,131.13
,2021-04-01,2021,202104,Проездная,Gunverse,GU air-3053,50,366100,115000.0,251100.0,218.35
,2021-05-01,2021,202105,Проездная,Gunverse,GU air-3053,63,458829,144900.0,313929.0,216.65
,2021-06-01,2021,202106,Проездная,Gunverse,GU air-3053,60,392340,138000.0,254340.0,184.3
,2021-07-01,2021,202107,Проездная,Gunverse,GU air-3053,63,254079,144900.0,109179.0,75.35
,2021-08-01,2021,202108,Проездная,Gunverse,GU air-3053,53,301888,121900.0,179988.0,147.65
,2021-09-01,2021,202109,Проездная,Gunverse,GU air-3053,57,316806,131100.0,185706.0,141.65
,2021-10-01,2021,202110,Проездная,Gunverse,GU air-3053,47,302680,108100.0,194580.0,180.0
,2021-11-01,2021,202111,Проездная,Gunverse,GU air-3053,33,185757,75900.0,109857.0,144.74
,2021-12-01,2021,202112,Проездная,Gunverse,GU air-3053,40,208040,92000.0,116040.0,126.13
,2022-01-01,2022,202201,Проездная,Gunverse,GU air-3053,59,379606,135700.0,243906.0,179.74
,2022-02-01,2022,202202,Проездная,Gunverse,GU air-3053,37,232508,85100.0,147408.0,173.22
,2022-03-01,2022,202203,Проездная,Gunverse,GU air-3053,30,186900,69000.0,117900.0,170.87
,2022-04-01,2022,202204,Проездная,Gunverse,GU air-3053,55,370975,126500.0,244475.0,193.26
,2022-05-01,2022,202205,Проездная,Gunverse,GU air-3053,69,513498,158700.0,354798.0,223.57
,2022-06-01,2022,202206,Проездная,Gunverse,GU air-3053,66,397320,151800.0,245520.0,161.74
,2022-07-01,2022,202207,Проездная,Gunverse,GU air-3053,69,345483,158700.0,186783.0,117.7
,2022-08-01,2022,202208,Проездная,Gunverse,GU air-3053,59,311402,135700.0,175702.0,129.48
,2022-09-01,2022,202209,Проездная,Gunverse,GU air-3053,62,348812,142600.0,206212.0,144.61
,2022-10-01,2022,202210,Проездная,Gunverse,GU air-3053,51,312324,117300.0,195024.0,166.26
,2022-11-01,2022,202211,Проездная,Gunverse,GU air-3053,37,211048,85100.0,125948.0,148.0
,2022-12-01,2022,202212,Проездная,Gunverse,GU air-3053,44,259688,101200.0,158488.0,156.61
,2021-01-01,2021,202101,Проездная,Gunverse,GU grou-6409,47,506425,190350.0,316075.0,166.05
,2021-02-01,2021,202102,Проездная,Gunverse,GU grou-6409,30,298200,121500.0,176700.0,145.43
,2021-03-01,2021,202103,Проездная,Gunverse,GU grou-6409,24,237768,97200.0,140568.0,144.62
,2021-04-01,2021,202104,Проездная,Gunverse,GU grou-6409,44,465960,178200.0,287760.0,161.48
,2021-05-01,2021,202105,Проездная,Gunverse,GU grou-6409,56,635936,226800.0,409136.0,180.4
,2021-06-01,2021,202106,Проездная,Gunverse,GU grou-6409,53,563602,214650.0,348952.0,162.57
,2021-07-01,2021,202107,Проездная,Gunverse,GU grou-6409,56,474096,226800.0,247296.0,109.04
,2021-08-01,2021,202108,Проездная,Gunverse,GU grou-6409,47,472867,190350.0,282517.0,148.42
,2021-09-01,2021,202109,Проездная,Gunverse,GU grou-6409,50,508900,202500.0,306400.0,151.31
,2021-10-01,2021,202110,Проездная,Gunverse,GU grou-6409,41,426564,166050.0,260514.0,156.89
,2021-11-01,2021,202111,Проездная,Gunverse,GU grou-6409,30,305100,121500.0,183600.0,151.11
,2021-12-01,2021,202112,Проездная,Gunverse,GU grou-6409,35,345240,141750.0,203490.0,143.56
,2022-01-01,2022,202201,Проездная,Gunverse,GU grou-6409,52,547560,210600.0,336960.0,160.0
,2022-02-01,2022,202202,Проездная,Gunverse,GU grou-6409,33,340197,133650.0,206547.0,154.54
,2022-03-01,2022,202203,Проездная,Gunverse,GU grou-6409,26,251056,105300.0,145756.0,138.42
,2022-04-01,2022,202204,Проездная,Gunverse,GU grou-6409,49,504847,198450.0,306397.0,154.4
,2022-05-01,2022,202205,Проездная,Gunverse,GU grou-6409,61,669353,247050.0,422303.0,170.94
,2022-06-01,2022,202206,Проездная,Gunverse,GU grou-6409,58,583074,234900.0,348174.0,148.22
,2022-07-01,2022,202207,Проездная,Gunverse,GU grou-6409,61,524478,247050.0,277428.0,112.3
,2022-08-01,2022,202208,Проездная,Gunverse,GU grou-6409,52,497120,210600.0,286520.0,136.05
,2022-09-01,2022,202209,Проездная,Gunverse,GU grou-6409,55,571450,222750.0,348700.0,156.54
,2022-10-01,2022,202210,Проездная,Gunverse,GU grou-6409,45,495900,182250.0,313650.0,172.1
,2022-11-01,2022,202211,Проездная,Gunverse,GU grou-6409,33,344157,133650.0,210507.0,157.51
,2022-12-01,2022,202212,Проездная,Gunverse,GU grou-6409,39,386139,157950.0,228189.0,144.47
,2021-01-01,2021,202101,Проездная,Gunverse,GU gre-2865,53,432109,211469.99999999997,220639.00000000003,104.34
,2021-02-01,2021,202102,Проездная,Gunverse,GU gre-2865,33,298947,131669.99999999997,167277.00000000003,127.04
,2021-03-01,2021,202103,Проездная,Gunverse,GU gre-2865,27,208683,107729.99999999999,100953.00000000001,93.71
,2021-04-01,2021,202104,Проездная,Gunverse,GU gre-2865,50,435000,199499.99999999997,235500.00000000003,118.05
,2021-05-01,2021,202105,Проездная,Gunverse,GU gre-2865,63,589932,251369.99999999997,338562.0,134.69
,2021-06-01,2021,202106,Проездная,Gunverse,GU gre-2865,60,499200,239399.99999999997,259800.00000000003,108.52
,2021-07-01,2021,202107,Проездная,Gunverse,GU gre-2865,63,431487,251369.99999999997,180117.00000000003,71.65
,2021-08-01,2021,202108,Проездная,Gunverse,GU gre-2865,53,423629,211469.99999999997,212159.00000000003,100.33
,2021-09-01,2021,202109,Проездная,Gunverse,GU gre-2865,57,471219,227429.99999999997,243789.00000000003,107.19
,2021-10-01,2021,202110,Проездная,Gunverse,GU gre-2865,47,409464,187529.99999999997,221934.00000000003,118.35
,2021-11-01,2021,202111,Проездная,Gunverse,GU gre-2865,33,277035,131669.99999999997,145365.00000000003,110.4
,2021-12-01,2021,202112,Проездная,Gunverse,GU gre-2865,40,306120,159599.99999999997,146520.00000000003,91.8
,2022-01-01,2022,202201,Проездная,Gunverse,GU gre-2865,59,466749,235409.99999999997,231339.00000000003,98.27
,2022-02-01,2022,202202,Проездная,Gunverse,GU gre-2865,37,290783,147629.99999999997,143153.00000000003,96.97
,2022-03-01,2022,202203,Проездная,Gunverse,GU gre-2865,30,234270,119699.99999999999,114570.00000000001,95.71
,2022-04-01,2022,202204,Проездная,Gunverse,GU gre-2865,55,484715,219449.99999999997,265265.0,120.88
,2022-05-01,2022,202205,Проездная,Gunverse,GU gre-2865,69,598713,275309.99999999994,323403.00000000006,117.47
,2022-06-01,2022,202206,Проездная,Gunverse,GU gre-2865,66,550704,263339.99999999994,287364.00000000006,109.12
